route,page_role,words_before_first_substantive_content,dom_nodes_before_first_substantive_content,vertical_pixels_before_first_substantive_content,metadata_items_before_content,callout_count_before_content,card_count_before_content,navigation_blocks_before_content,outline_present,outline_item_count,breadcrumb_height,header_height,first_substantive_heading,repeated_boilerplate_word_count,main_content_ratio
"/subjects/math/algebra/polynomials-factoring/","quick-answer","5","11","","7","0","0","2","false","0","","","","181","0.634"
"/subjects/math/algebra/polynomials-factoring/completing-the-square/","method-guide","7","12","","2","1","0","2","true","6","","","","358","0.618"
"/subjects/math/algebra/polynomials-factoring/exponent-rules/","concept-explainer","6","12","","2","1","0","2","true","6","","","","360","0.614"
"/subjects/math/algebra/polynomials-factoring/factoring-trinomials/","method-guide","6","12","","2","1","0","2","true","6","","","","362","0.624"
"/subjects/math/algebra/polynomials-factoring/greatest-common-factor/","method-guide","7","12","","2","1","0","2","true","6","","","","361","0.614"
"/subjects/math/algebra/polynomials-factoring/multiply-polynomials/","method-guide","6","12","","2","1","0","2","true","6","","","","359","0.582"
"/subjects/math/algebra/polynomials-factoring/special-factor-patterns/","decision-guide","7","12","","2","1","0","2","true","6","","","","359","0.624"
"/subjects/math/algebra/radicals-exponents-functions/","quick-answer","6","11","","7","0","0","2","false","0","","","","182","0.637"
"/subjects/math/algebra/radicals-exponents-functions/exponential-growth-and-decay/","concept-explainer","8","12","","2","1","0","2","true","6","","","","313","0.642"
"/subjects/math/algebra/radicals-exponents-functions/function-notation/","concept-explainer","6","12","","2","1","0","2","true","6","","","","317","0.629"
"/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","decision-guide","7","12","","2","1","0","2","true","6","","","","317","0.639"
"/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","concept-explainer","6","12","","2","1","0","2","true","6","","","","314","0.619"
"/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","method-guide","6","12","","2","1","0","2","true","6","","","","313","0.604"
"/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","method-guide","7","12","","2","1","0","2","true","6","","","","314","0.617"
"/subjects/math/algebra/rational-expressions/","quick-answer","5","11","","7","0","0","2","false","0","","","","181","0.624"
"/subjects/math/algebra/rational-expressions/add-subtract-rational-expressions/","method-guide","7","12","","2","1","0","2","true","6","","","","325","0.621"
"/subjects/math/algebra/rational-expressions/direct-inverse-variation/","decision-guide","8","12","","2","1","0","2","true","6","","","","329","0.618"
"/subjects/math/algebra/rational-expressions/rational-domain-restrictions/","concept-explainer","6","12","","2","1","0","2","true","6","","","","325","0.620"
"/subjects/math/algebra/rational-expressions/simplifying-complex-rational-expressions/","method-guide","7","12","","2","1","0","2","true","6","","","","324","0.645"
"/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/","method-guide","7","12","","2","1","0","2","true","6","","","","328","0.608"
"/subjects/math/algebra/rational-expressions/solving-rational-equations/","method-guide","7","12","","2","1","0","2","true","6","","","","327","0.609"
"/subjects/math/algebra/systems-inequalities/","quick-answer","5","11","","7","0","0","2","false","0","","","","181","0.629"
"/subjects/math/algebra/systems-inequalities/choosing-system-method/","decision-guide","8","12","","2","1","0","2","true","6","","","","372","0.595"
"/subjects/math/algebra/systems-inequalities/compound-inequalities/","method-guide","6","12","","2","1","0","2","true","6","","","","372","0.553"
"/subjects/math/algebra/systems-inequalities/elimination-systems/","method-guide","6","12","","2","1","0","2","true","6","","","","368","0.580"
"/subjects/math/algebra/systems-inequalities/graphing-linear-inequalities/","method-guide","7","12","","2","1","0","2","true","6","","","","370","0.603"
"/subjects/math/algebra/systems-inequalities/no-one-infinite-solutions/","concept-explainer","7","12","","2","1","0","2","true","6","","","","371","0.588"
"/subjects/math/algebra/systems-inequalities/substitution-systems/","method-guide","6","12","","2","1","0","2","true","6","","","","368","0.581"
"/subjects/math/calculus/","course-hub","0","2","","4","0","0","7","false","0","","","","179","0.768"
"/subjects/math/calculus/derivative-applications/","unit-hub","12","15","","9","1","0","5","false","0","","","","182","0.922"
"/subjects/math/calculus/derivative-applications/advanced-cauchy-mvt/","textbook-lesson","22","18","","3","1","0","5","false","0","","","","189","0.827"
"/subjects/math/calculus/derivative-applications/advanced-convexity/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","185","0.830"
"/subjects/math/calculus/derivative-applications/advanced-newton-convergence/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","186","0.850"
"/subjects/math/calculus/derivative-applications/advanced-notes/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","185","0.720"
"/subjects/math/calculus/derivative-applications/advanced-sensitivity-elasticity/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","184","0.820"
"/subjects/math/calculus/derivative-applications/anatomy-of-optimization/","textbook-lesson","18","18","","5","0","0","5","false","0","","","","185","0.818"
"/subjects/math/calculus/derivative-applications/approximation-concept-quiz/","textbook-lesson","15","18","","4","0","0","5","false","0","","","","182","0.811"
"/subjects/math/calculus/derivative-applications/approximation-review/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","185","0.813"
"/subjects/math/calculus/derivative-applications/bridge-diagnostic/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","183","0.818"
"/subjects/math/calculus/derivative-applications/closed-interval-method/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","183","0.820"
"/subjects/math/calculus/derivative-applications/common-errors/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","185","0.762"
"/subjects/math/calculus/derivative-applications/concavity/","textbook-lesson","16","18","","3","1","0","5","false","0","","","","183","0.873"
"/subjects/math/calculus/derivative-applications/cumulative-practice/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","182","0.913"
"/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","11","16","","2","1","0","5","true","6","","","","368","0.628"
"/subjects/math/calculus/derivative-applications/curve-sketching/","textbook-lesson","15","18","","4","0","0","5","false","0","","","","182","0.867"
"/subjects/math/calculus/derivative-applications/derivative-graphs/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","184","0.856"
"/subjects/math/calculus/derivative-applications/differentials/","textbook-lesson","13","18","","3","0","0","5","false","0","","","","180","0.874"
"/subjects/math/calculus/derivative-applications/error-estimation/","textbook-lesson","16","18","","3","1","0","5","false","0","","","","183","0.868"
"/subjects/math/calculus/derivative-applications/extrema-and-critical-numbers/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","183","0.866"
"/subjects/math/calculus/derivative-applications/first-derivative-test/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","183","0.871"
"/subjects/math/calculus/derivative-applications/graph-analysis-story/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","185","0.804"
"/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","185","0.856"
"/subjects/math/calculus/derivative-applications/increasing-decreasing/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","183","0.823"
"/subjects/math/calculus/derivative-applications/interpretation-concept-quiz/","textbook-lesson","17","18","","4","0","0","5","false","0","","","","184","0.811"
"/subjects/math/calculus/derivative-applications/interpretation-review/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","184","0.811"
"/subjects/math/calculus/derivative-applications/interpreting-derivatives/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","186","0.832"
"/subjects/math/calculus/derivative-applications/interpreting-higher-derivatives/","textbook-lesson","15","18","","3","1","0","5","false","0","","","","182","0.857"
"/subjects/math/calculus/derivative-applications/lhopital-concept-quiz/","textbook-lesson","16","18","","4","0","0","5","false","0","","","","183","0.811"
"/subjects/math/calculus/derivative-applications/lhopital-infinity-over-infinity/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","186","0.836"
"/subjects/math/calculus/derivative-applications/lhopital-is-not-cancellation/","textbook-lesson","20","18","","3","0","0","5","false","0","","","","187","0.820"
"/subjects/math/calculus/derivative-applications/lhopital-review/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","184","0.816"
"/subjects/math/calculus/derivative-applications/lhopital-rule/","textbook-lesson","16","18","","3","1","0","5","false","0","","","","183","0.874"
"/subjects/math/calculus/derivative-applications/lhopital-zero-over-zero/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","186","0.840"
"/subjects/math/calculus/derivative-applications/linear-approximation/","concept-explainer","11","16","","2","1","0","5","true","6","","","","371","0.626"
"/subjects/math/calculus/derivative-applications/linearization-practice/","textbook-lesson","14","18","","3","0","0","5","false","0","","","","181","0.856"
"/subjects/math/calculus/derivative-applications/local-linearity/","textbook-lesson","14","18","","3","1","0","5","false","0","","","","181","0.866"
"/subjects/math/calculus/derivative-applications/manufacturing-tolerance/","textbook-lesson","17","18","","3","1","0","5","false","0","","","","184","0.843"
"/subjects/math/calculus/derivative-applications/marginal-analysis/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","185","0.858"
"/subjects/math/calculus/derivative-applications/mean-value-theorem/","textbook-lesson","16","18","","3","1","0","5","false","0","","","","365","0.786"
"/subjects/math/calculus/derivative-applications/medication-concentration/","textbook-lesson","19","18","","3","1","0","5","false","0","","","","186","0.859"
"/subjects/math/calculus/derivative-applications/modeling-studio-review/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","184","0.823"
"/subjects/math/calculus/derivative-applications/modeling-studio/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","183","0.762"
"/subjects/math/calculus/derivative-applications/newtons-method/","textbook-lesson","15","18","","3","1","0","5","false","0","","","","364","0.818"
"/subjects/math/calculus/derivative-applications/optimization-business-science/","textbook-lesson","16","18","","3","1","0","5","false","0","","","","183","0.872"
"/subjects/math/calculus/derivative-applications/optimization-closed-interval/","textbook-lesson","14","18","","3","0","0","5","false","0","","","","181","0.836"
"/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","textbook-lesson","15","18","","4","0","0","5","false","0","","","","182","0.814"
"/subjects/math/calculus/derivative-applications/optimization-geometry/","textbook-lesson","14","18","","3","0","0","5","false","0","","","","181","0.858"
"/subjects/math/calculus/derivative-applications/optimization-modeling/","textbook-lesson","14","18","","3","1","0","5","false","0","","","","181","0.875"
"/subjects/math/calculus/derivative-applications/optimization-review/","textbook-lesson","14","18","","3","0","0","5","false","0","","","","181","0.806"
"/subjects/math/calculus/derivative-applications/optimization/","method-guide","10","16","","2","1","0","5","true","6","","","","371","0.617"
"/subjects/math/calculus/derivative-applications/other-indeterminate-forms/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","183","0.870"
"/subjects/math/calculus/derivative-applications/position-velocity-acceleration/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","183","0.878"
"/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","184","0.824"
"/subjects/math/calculus/derivative-applications/practice-exam-a/","textbook-lesson","17","18","","4","1","0","5","false","0","","","","182","0.838"
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","184","0.829"
"/subjects/math/calculus/derivative-applications/practice-exam-b/","textbook-lesson","17","18","","4","1","0","5","false","0","","","","182","0.831"
"/subjects/math/calculus/derivative-applications/radar-tracking/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","186","0.823"
"/subjects/math/calculus/derivative-applications/rates-from-data/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","184","0.860"
"/subjects/math/calculus/derivative-applications/reference/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","183","0.793"
"/subjects/math/calculus/derivative-applications/related-rates-angle/","textbook-lesson","14","18","","3","0","0","5","false","0","","","","181","0.870"
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","textbook-lesson","16","18","","4","0","0","5","false","0","","","","183","0.815"
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","textbook-lesson","15","18","","3","0","0","5","false","0","","","","182","0.857"
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","textbook-lesson","15","18","","3","0","0","5","false","0","","","","182","0.884"
"/subjects/math/calculus/derivative-applications/related-rates-review/","textbook-lesson","15","18","","3","0","0","5","false","0","","","","182","0.794"
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","183","0.838"
"/subjects/math/calculus/derivative-applications/related-rates-volume/","textbook-lesson","16","18","","3","1","0","5","false","0","","","","183","0.850"
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","textbook-lesson","15","18","","3","1","0","5","false","0","","","","182","0.886"
"/subjects/math/calculus/derivative-applications/related-rates/","method-guide","11","16","","2","1","0","5","true","6","","","","368","0.631"
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","183","0.809"
"/subjects/math/calculus/derivative-applications/rolles-theorem/","textbook-lesson","15","18","","3","0","0","5","false","0","","","","182","0.824"
"/subjects/math/calculus/derivative-applications/second-derivative-test/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","183","0.826"
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","184","0.858"
"/subjects/math/calculus/derivative-applications/stopping-distance/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","186","0.853"
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","textbook-lesson","18","18","","4","0","0","5","false","0","","","","185","0.809"
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","184","0.815"
"/subjects/math/calculus/derivative-applications/unit-2b-review/","decision-guide","18","18","","3","0","0","5","false","0","","","","183","0.774"
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","textbook-lesson","20","18","","3","1","0","5","false","0","","","","187","0.825"
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","textbook-lesson","20","18","","3","0","0","5","false","0","","","","187","0.839"
"/subjects/math/calculus/derivative-applications/why-related-rates-feel-hard/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","184","0.820"
"/subjects/math/calculus/derivatives/","unit-hub","14","15","","9","1","0","5","false","0","","","","184","0.918"
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","textbook-lesson","23","18","","3","0","0","5","false","0","","","","188","0.826"
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","textbook-lesson","20","18","","3","1","0","5","false","0","","","","185","0.822"
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","textbook-lesson","21","18","","3","0","0","5","false","0","","","","186","0.833"
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","textbook-lesson","23","18","","3","0","0","5","false","0","","","","188","0.854"
"/subjects/math/calculus/derivatives/advanced-notes-2a/","textbook-lesson","21","18","","3","0","0","5","false","0","","","","186","0.722"
"/subjects/math/calculus/derivatives/chain-exp-log/","textbook-lesson","20","18","","3","0","0","5","false","0","","","","185","0.853"
"/subjects/math/calculus/derivatives/chain-rule-basic/","textbook-lesson","18","18","","4","1","0","5","false","0","","","","183","0.887"
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","textbook-lesson","18","18","","4","0","0","5","false","0","","","","183","0.830"
"/subjects/math/calculus/derivatives/chain-rule-map/","textbook-lesson","23","18","","3","0","0","5","false","0","","","","188","0.842"
"/subjects/math/calculus/derivatives/chain-rule-review/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","182","0.763"
"/subjects/math/calculus/derivatives/chain-rule/","method-guide","11","16","","2","1","0","5","true","6","","","","396","0.601"
"/subjects/math/calculus/derivatives/chain-trig/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","184","0.859"
"/subjects/math/calculus/derivatives/combined-rules/","textbook-lesson","20","18","","3","0","0","5","false","0","","","","185","0.860"
"/subjects/math/calculus/derivatives/composition/","textbook-lesson","22","18","","3","0","0","5","false","0","","","","187","0.864"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","textbook-lesson","18","18","","4","0","0","5","false","0","","","","183","0.815"
"/subjects/math/calculus/derivatives/core-rules-review/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","183","0.798"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","textbook-lesson","19","18","","3","1","0","5","false","0","","","","184","0.887"
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","184","0.849"
"/subjects/math/calculus/derivatives/derivative-function/","textbook-lesson","19","18","","3","1","0","5","false","0","","","","184","0.880"
"/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","quick-answer","12","16","","2","1","0","5","true","6","","","","398","0.613"
"/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","method-guide","12","16","","2","1","0","5","true","6","","","","394","0.652"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","textbook-lesson","20","18","","3","0","0","5","false","0","","","","185","0.866"
"/subjects/math/calculus/derivatives/differentiability-and-continuity/","textbook-lesson","17","18","","3","1","0","5","false","0","","","","182","0.879"
"/subjects/math/calculus/derivatives/exponential-e/","textbook-lesson","20","18","","3","1","0","5","false","0","","","","185","0.885"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","textbook-lesson","18","18","","4","0","0","5","false","0","","","","183","0.821"
"/subjects/math/calculus/derivatives/foundations-review/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","182","0.788"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","textbook-lesson","20","18","","3","0","0","5","false","0","","","","185","0.890"
"/subjects/math/calculus/derivatives/general-exponential/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","184","0.858"
"/subjects/math/calculus/derivatives/general-logarithms/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","183","0.837"
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","textbook-lesson","20","18","","3","0","0","5","false","0","","","","185","0.845"
"/subjects/math/calculus/derivatives/higher-derivatives/","textbook-lesson","16","18","","3","1","0","5","false","0","","","","181","0.875"
"/subjects/math/calculus/derivatives/implicit-differentiation/","textbook-lesson","16","18","","3","1","0","5","false","0","","","","391","0.819"
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","textbook-lesson","19","18","","4","0","0","5","false","0","","","","184","0.815"
"/subjects/math/calculus/derivatives/implicit-inverse-review/","textbook-lesson","20","18","","3","0","0","5","false","0","","","","185","0.779"
"/subjects/math/calculus/derivatives/implicit-second-derivative/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","184","0.815"
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","textbook-lesson","19","18","","3","1","0","5","false","0","","","","184","0.830"
"/subjects/math/calculus/derivatives/inverse-function-rule/","textbook-lesson","19","18","","3","1","0","5","false","0","","","","184","0.886"
"/subjects/math/calculus/derivatives/inverse-trig/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","182","0.852"
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","textbook-lesson","16","18","","3","0","0","5","false","0","","","","391","0.756"
"/subjects/math/calculus/derivatives/multiple-chain-layers/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","182","0.851"
"/subjects/math/calculus/derivatives/natural-log/","textbook-lesson","20","18","","3","1","0","5","false","0","","","","185","0.888"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","textbook-lesson","18","18","","3","1","0","5","false","0","","","","183","0.865"
"/subjects/math/calculus/derivatives/notation-and-units/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","183","0.881"
"/subjects/math/calculus/derivatives/notation-guide/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","182","0.778"
"/subjects/math/calculus/derivatives/other-trig-functions/","textbook-lesson","20","18","","3","0","0","5","false","0","","","","185","0.851"
"/subjects/math/calculus/derivatives/power-rule/","textbook-lesson","19","18","","3","1","0","5","false","0","","","","184","0.903"
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","textbook-lesson","21","18","","3","0","0","5","false","0","","","","184","0.828"
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","textbook-lesson","21","18","","3","0","0","5","false","0","","","","184","0.812"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","182","0.799"
"/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","decision-guide","12","16","","2","1","0","5","true","6","","","","394","0.601"
"/subjects/math/calculus/derivatives/product-rule/","textbook-lesson","17","18","","3","1","0","5","false","0","","","","182","0.904"
"/subjects/math/calculus/derivatives/quotient-rule/","textbook-lesson","17","18","","3","0","0","5","false","0","","","","182","0.890"
"/subjects/math/calculus/derivatives/rule-selection/","textbook-lesson","20","18","","3","0","0","5","false","0","","","","185","0.868"
"/subjects/math/calculus/derivatives/sine-and-cosine/","textbook-lesson","19","18","","3","1","0","5","false","0","","","","184","0.904"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","textbook-lesson","18","18","","4","0","0","5","false","0","","","","183","0.826"
"/subjects/math/calculus/derivatives/special-functions-review/","textbook-lesson","19","18","","3","0","0","5","false","0","","","","184","0.796"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","textbook-lesson","18","18","","3","0","0","5","false","0","","","","183","0.866"
